Id	norm.dF4Ur1	norm.dF4Ur2	norm.dF4Ur3	norm.dF4Mr1	norm.dF4Mr2	norm.dF4Mr3	norm.dF4M40r1	norm.dF4M40r2	norm.dF4M40r3
Fnbp1	3610	3560	4221	7827	5737	7366	11329	8398	11385
Fntb	154	106	83	168	163	121	215	131	167
Focad	140	232	191	390	396	336	506	343	400
Fosl1	18	3	4	45	23	51	60	20	75
Fosl2	114	169	102	487	296	397	465	247	363
Foxo1	2977	2378	2771	1324	1120	1307	999	863	870
Foxo4	462	297	210	156	177	122	132	136	78
Foxred2	378	279	186	840	570	469	872	550	524
Fry	610	637	853	71	72	132	15	146	40
Fryl	2022	2656	3475	1858	2055	2417	1586	1271	2027
Fstl3	7	7	9	2	0	1	1	15	1
Ftl1	470	231	236	392	472	382	413	202	299
Ftsj3	566	644	684	1633	1374	1358	2034	2492	1974
Fyn	631	564	554	1391	935	983	654	328	359
Fzd9	7	1	0	40	20	20	48	30	13
Gaa	700	251	227	941	532	479	1009	444	420
Gab3	41	35	51	10	11	25	4	0	13
Gabbr1	816	872	729	419	474	431	307	313	224
Ganc	380	415	495	167	188	229	139	101	116
Gapdh	160	105	86	234	198	169	223	257	165
Gapt	88	45	40	20	24	17	11	20	14
Gar1	120	108	231	387	239	541	479	424	826
Gars	773	692	664	1315	1198	1274	1676	1700	1821
Gart	708	654	510	1673	1354	1050	2267	1407	1458
Gatsl2	276	187	197	106	112	74	90	66	49
Gbp2	149	193	366	30	64	181	31	86	161
Gbp3	204	380	403	47	144	88	51	187	105
Gbp4	199	425	995	88	171	428	63	146	369
Gbp7	74	118	448	17	28	232	7	10	189
Gbp9	343	779	1840	117	239	657	66	121	432
Gcat	55	22	17	47	43	15	74	15	18
Gcnt1	731	551	1159	394	293	510	433	298	561
Gcsh	57	52	34	135	184	69	170	237	148
Gdap10	104	251	507	448	572	786	517	363	879
Gdap2	137	207	172	99	95	145	88	86	112
Gdf11	401	330	243	159	154	119	77	71	46
Gdi1	1312	1176	1224	706	805	784	671	847	696
Gdi2	4318	4317	5752	3040	3084	3527	2456	2038	2942
Gemin5	551	477	469	1130	947	848	1281	984	1167
Gfi1	53	24	58	504	421	463	265	187	201
Gga2	1781	1768	1340	808	878	744	726	631	475
Ggact	80	37	42	80	59	60	94	55	58
Ggta1	386	611	506	215	298	242	208	131	197
Gimap1	1369	817	516	436	401	211	373	454	198
Gimap1os	107	96	108	18	26	35	14	45	36
Gimap3	1352	1255	672	402	493	244	397	313	208
Gimap6	3128	2653	2652	1448	1375	1497	1298	641	1302
Gimap7	167	143	106	21	16	14	9	40	12
Git2	1936	1894	2448	1486	1400	1855	1180	923	1526
Gla	45	34	46	113	71	105	123	242	184
Glipr1	88	90	106	67	114	160	182	151	286
Glrx	81	53	98	27	29	41	17	30	22
Glt28d2	3	16	20	28	33	17	43	166	56
Gltscr1	1696	972	1458	748	602	760	631	363	488
Gltscr1l	990	959	1190	585	569	616	487	308	491
Gm10039	146	36	57	119	75	90	163	86	86
Gm10110	98	173	104	195	380	222	250	484	305
Gm10169	37	45	18	65	148	58	91	91	78
Gm1043	141	83	79	45	52	27	25	50	6
Gm10522	1	1	0	1	0	0	0	15	0
Gm10561	1	0	0	2	2	1	3	5	1
Gm10644	55	27	25	16	8	8	17	10	13
Gm10676	70	53	73	30	22	15	19	25	22
Gm10728	13	7	38	19	6	11	7	0	8
Gm11342	4	8	8	2	2	4	0	0	0
Gm11344	15	35	22	7	9	3	2	0	0
Gm11345	4	3	1	0	1	0	1	0	0
Gm11346	84	97	82	6	10	7	2	10	0
Gm11560	250	108	136	354	196	234	441	96	227
Gm11690	9	16	5	0	0	0	0	10	0
Gm11737	64	79	90	62	43	51	52	20	37
Gm11738	9	1	0	1	0	1	1	10	0
Gm11998	16	23	36	6	6	6	4	10	4
Gm12159	10	5	9	0	0	1	1	0	0
Gm12596	9	4	4	1	2	6	2	0	1
Gm12669	100	91	87	163	151	152	190	136	238
Gm12693	22	19	24	46	31	34	38	111	86
Gm12934	1	16	8	2	1	7	2	0	1
Gm13067	22	27	11	23	45	10	38	76	37
Gm13077	21	5	16	12	2	21	13	5	12
Gm13091	31	57	51	4	7	20	1	0	3
Gm13092	82	29	30	102	78	83	127	55	144
Gm13194	4	8	4	3	0	1	1	0	5
Gm13461	146	104	51	327	226	84	388	353	171
Gm13552	24	11	12	31	22	11	38	10	24
Gm13919	79	70	87	18	17	18	4	0	4
Gm13920	5	9	20	1	3	1	0	5	0
Gm14029	42	11	44	19	9	25	47	5	63
Gm14048	89	71	99	173	124	166	194	45	219
Gm14137	24	3	26	4	1	4	1	10	0
Gm14270	61	33	18	55	77	38	86	50	68
Gm14277	32	14	11	54	28	34	57	20	41
Gm14539	51	40	21	31	59	74	46	45	70
Gm14548	1	0	0	0	1	3	0	0	0
Gm14567	13	17	13	13	19	22	19	15	26
Gm15163	36	35	30	63	49	38	72	55	68
Gm15210	575	350	265	733	633	503	1008	842	716
Gm15228	13	13	41	2	4	3	2	15	1
Gm15326	70	75	90	63	47	53	28	25	24
Gm15382	16	31	9	10	9	8	5	5	3
Gm15411	124	98	81	33	33	10	20	20	12
Gm15448	6	0	0	0	0	0	1	5	0
Gm15513	13	7	5	2	3	1	0	0	0
Gm15544	47	2	11	58	10	27	87	10	41
Gm15675	919	1711	1541	179	315	264	66	76	79
Gm15711	17	18	15	5	6	7	7	10	6
Gm15712	18	29	29	16	9	8	13	0	10
Gm15787	6	9	13	6	9	6	4	5	8
Gm15850	19	20	15	4	10	7	9	10	6
Gm15880	33	10	17	8	7	13	3	0	0
Gm15920	47	28	22	50	31	49	54	50	87
Gm16014	31	63	51	21	29	25	15	10	3
Gm16083	8	12	11	2	2	8	2	0	4
Gm16092	5	5	26	0	2	3	0	5	0
Gm16155	16	8	17	2	1	11	10	0	1
Gm16214	14	9	18	1	2	3	1	15	0
Gm16248	4	6	11	0	0	1	0	0	0
Gm16299	12	6	9	12	15	7	15	5	9
Gm16314	43	22	26	45	46	42	68	96	47
Gm16341	28	59	41	19	20	17	8	0	5
Gm16418	10	1	1	9	9	6	8	15	0
Gm16574	2	0	0	4	3	7	11	15	8
Gm16575	12	8	15	3	4	8	3	0	1
Gm16638	65	85	99	33	28	37	27	25	18
Gm16675	165	181	191	73	113	83	44	101	35
Gm17017	3	11	17	2	2	3	0	10	0
Gm17024	9	38	26	50	56	56	71	429	93
Gm17055	1	1	0	1	2	0	3	10	9
Gm17709	19	11	5	43	35	18	66	45	12
Gm17745	24	5	15	3	5	3	3	0	4
Gm18407	2	11	7	3	2	3	2	0	0
Gm1966	1410	2798	7401	591	887	2667	477	272	1614
Gm19721	240	243	226	115	99	150	112	106	88
Gm20429	127	136	144	48	61	52	35	66	38
Gm20506	101	185	185	53	50	72	32	15	31
Gm20559	550	1352	1665	234	546	854	92	76	238
Gm20692	4	3	4	4	6	4	1	0	0
Gm20696	675	823	956	453	409	569	301	156	410
Gm21975	41	63	100	28	33	59	21	20	17
Gm22107	29	20	12	13	8	15	8	10	5
Gm23887	3	10	1	4	10	4	2	0	5
Gm24060	24	47	33	13	15	22	14	10	6
Gm2447	2	2	4	0	0	0	0	5	0
Gm25360	10	23	15	15	25	17	19	15	28
Gm25483	13	31	36	5	11	7	8	0	3
Gm26517	14	9	8	3	5	3	3	0	0
Gm26528	41	44	65	24	14	13	9	0	4
Gm26740	281	445	437	77	128	138	36	50	82
Gm26826	7	18	29	13	20	20	30	61	65
Gm26947	8	12	17	22	31	37	9	10	8
Gm26971	26	35	18	14	16	13	16	5	6
Gm27782	3	7	1	15	13	11	17	55	4
Gm28053	12	13	15	1	1	1	0	0	1
Gm28285	4	8	4	12	25	21	15	30	40
Gm28496	10	2	3	13	7	4	22	40	17
Gm28693	129	154	154	59	65	60	34	25	17
Gm2962	72	129	178	48	71	80	18	10	37
Gm2a	1541	731	749	616	471	428	610	212	349
Gm30948	7	2	4	0	0	0	0	5	0
Gm31749	11	5	8	4	3	3	1	10	8
Gm3436	88	17	12	74	41	20	101	35	58
Gm3531	358	282	263	281	379	337	361	318	369
Gm36378	9	6	13	0	1	6	1	0	0
Gm36936	1	6	12	1	2	6	3	0	4
Gm36955	26	73	54	11	21	20	10	5	14
Gm37082	255	539	894	171	206	338	130	161	206
Gm37109	15	24	16	4	6	4	2	0	5
Gm37132	21	27	40	20	13	29	8	20	20
Gm37159	7	39	26	49	69	74	20	30	42
Gm37192	14	23	9	0	0	1	0	5	0
Gm37261	18	44	57	6	9	21	3	5	10
Gm37271	7	1	1	7	5	1	4	10	1
Gm37283	8	7	12	4	1	7	2	0	4
Gm37342	43	40	66	56	35	70	15	15	14
Gm37347	1	9	9	34	52	38	61	86	61
Gm37370	24	71	62	19	23	25	5	20	3
Gm37474	341	470	751	165	157	256	120	71	203
Gm37519	34	34	49	22	22	27	17	111	19
Gm37593	138	208	248	150	147	169	66	66	87
Gm37649	1	5	0	2	3	1	2	0	4
Gm37691	83	113	165	54	56	72	31	30	22
Gm37699	97	100	129	40	48	49	25	40	27
Gm37795	23	99	57	50	128	77	148	282	153
Gm37802	147	359	338	78	141	142	44	71	70
Gm37844	52	13	11	3	2	0	0	0	0
Gm37881	5	3	5	24	19	29	36	0	45
Gm37939	13	18	13	15	6	17	1	0	3
Gm37943	64	211	264	54	65	79	22	25	46
Gm38032	5	5	4	1	2	4	1	5	3
Gm38055	33	35	71	45	30	55	17	20	15
Gm38056	35	52	54	23	11	34	11	10	13
Gm3807	26	2	12	11	6	7	14	15	13
Gm38118	5	9	12	5	2	6	1	0	0
Gm38150	3	4	3	11	16	6	17	0	20
Gm38156	6	16	37	11	18	18	9	25	14
Gm38171	4	9	28	3	2	4	3	10	3
Gm38220	61	123	139	57	70	77	38	30	55
Gm38292	172	261	352	93	68	101	52	25	96
Gm38346	554	522	689	239	183	237	152	71	158
Gm38365	295	389	469	281	250	254	172	81	180
Gm38381	8	8	9	4	6	4	3	0	0
Gm38386	4	7	1	20	13	24	3	15	8
Gm4035	1	4	1	0	1	0	0	0	0
Gm42528	68	191	114	69	113	105	29	10	28
Gm42529	9	14	9	1	6	1	4	0	3
Gm42722	22	47	53	5	9	11	5	15	5
Gm42735	13	29	53	15	18	22	9	10	19
Gm42737	29	26	36	14	21	18	12	15	10
Gm42778	22	10	9	7	5	1	8	0	3
Gm42819	193	289	318	88	109	83	79	81	73
Gm42820	156	122	160	50	42	35	47	25	43
Gm42835	83	17	45	62	52	79	83	15	77
Gm43004	10	11	15	1	0	0	2	15	0
Gm43182	12	7	4	6	5	13	8	40	10
Gm43196	30	107	143	23	35	42	9	35	17
Gm43197	161	459	525	69	195	233	25	25	75
Gm43290	70	136	143	53	71	72	16	35	23
Gm43291	587	642	822	238	309	291	227	151	298
Gm43323	7	5	15	54	31	115	62	35	77
Gm43380	17	37	63	5	9	3	5	0	6
Gm43411	13	25	50	94	90	161	103	156	212
Gm43413	14	15	20	22	32	21	30	96	60
Gm43585	3	3	5	12	19	27	14	0	19
Gm43591	8	2	3	0	0	0	0	0	0
Gm43761	31	45	20	13	18	15	9	20	4
Gm43819	62	55	100	17	13	20	23	10	23
Gm43931	22	11	36	6	6	13	2	5	5
Gm44086	73	77	120	45	40	79	26	10	59
Gm44116	10	19	17	30	24	42	29	35	45
Gm44198	63	40	88	16	13	10	7	0	13
Gm4430	58	34	30	60	57	32	74	146	38
Gm44775	116	103	100	23	21	15	14	5	12
Gm44891	145	260	272	87	124	84	53	61	66
Gm44944	29	16	26	0	2	0	0	0	0
Gm45055	32	24	16	4	2	7	0	0	1
Gm45151	6	16	28	10	4	6	5	5	6
Gm45153	357	280	322	433	246	350	304	106	208
Gm45206	95	135	141	110	77	95	68	50	47
Gm45503	19	13	11	29	29	35	26	5	38
Gm45548	553	291	481	56	54	81	53	40	54
Gm45552	315	143	140	6	12	6	0	0	1
Gm45606	189	77	94	15	14	22	8	5	4
Gm45620	68	24	41	4	10	3	2	25	5
Gm45715	2	4	7	2	5	8	1	0	3
Gm45745	104	89	129	13	31	38	9	5	12
Gm45802	68	48	119	216	187	315	286	197	443
Gm45803	2	1	9	10	9	17	19	5	27
Gm45867	22	40	44	15	21	24	2	5	0
Gm45894	60	65	57	41	38	29	33	25	29
Gm4759	864	2211	3060	543	768	1363	475	424	995
Gm4799	275	30	66	179	63	122	243	55	151
Gm4869	4	7	7	19	18	18	23	15	33
Gm5106	6	5	1	28	24	20	44	61	15
Gm5281	301	302	334	67	65	20	38	20	9
Gm5297	75	29	54	166	71	122	238	40	183
Gm5540	197	76	128	34	37	45	33	10	22
Gm5809	7	1	3	11	7	7	13	0	8
Gm5812	176	151	100	340	424	234	460	641	364
Gm5837	70	59	65	153	100	128	203	151	184
Gm5913	195	95	128	342	141	204	460	237	291
Gm5914	67	37	33	15	15	17	10	15	6
Gm6377	28	136	124	319	539	646	203	106	339
Gm6415	27	1	18	24	3	21	24	15	22
Gm6419	13	18	20	28	24	29	25	0	35
Gm6637	8	6	4	18	17	22	36	40	52
Gm6776	12	13	22	63	43	176	45	25	192
Gm7332	70	38	26	93	79	37	144	398	38
Gm7390	13	18	9	39	39	22	43	40	41
Gm7666	62	71	17	90	135	20	120	96	50
Gm7730	55	37	11	56	78	31	88	61	35
Gm7809	60	45	54	49	32	62	43	20	40
Gm8394	53	63	24	66	87	51	86	96	65
Gm8995	1859	4999	8048	1167	2273	4132	741	898	2240
Gm9770	176	72	48	46	42	31	22	10	20
Gm9825	133	61	124	175	107	178	192	96	207
Gm9835	273	125	139	25	30	34	17	45	20
Gm9967	44	31	41	21	14	18	7	0	5
Gmfg	309	290	187	37	58	37	19	55	13
Gna15	559	148	195	79	39	45	52	15	32
Gnb1l	94	29	44	96	80	49	123	61	41
Gng2	432	538	721	134	175	236	78	71	93
Gng4	22	6	32	374	138	344	802	318	787
Gnl3	244	393	437	1102	1101	1352	1369	1503	2303
Gns	2970	1967	2609	5380	3890	4990	5479	3344	4675
Golm1	469	282	515	219	146	211	170	106	148
Gpat3	131	127	151	62	94	125	32	66	50
Gpatch4	92	103	203	353	269	413	413	736	657
Gpd1l	1208	989	974	415	449	403	308	156	213
Gphn	346	348	370	573	552	656	698	444	892
Gpr137b	131	137	107	57	74	63	65	71	63
Gpr137b-ps	161	172	103	87	85	86	77	71	73
Gpr146	171	141	92	14	28	44	7	5	20
Gpr155	203	290	292	96	147	88	46	30	47
Gpr171	692	542	558	473	496	479	253	151	164
Gpr176	4	1	0	4	9	8	4	10	6
Gpr18	837	426	457	186	165	150	130	76	119
Gpr19	120	48	46	24	31	22	22	61	23
Gpt2	45	59	32	88	143	91	92	146	78
Gramd1b	175	154	176	114	128	121	80	106	79
Grap2	849	740	706	138	196	174	119	91	129
Grasp	92	17	33	257	68	125	376	111	132
Grhl1	42	29	46	203	126	191	195	151	215
Grk6	4043	2248	1564	1119	1005	650	920	1079	364
Grn	929	478	627	1886	1166	1570	2393	1327	1480
Grpel1	386	212	190	423	342	376	521	469	388
Grwd1	468	251	164	762	565	329	1069	615	385
Gsap	762	506	960	279	182	330	264	192	342
Gsn	586	171	124	101	71	73	52	40	32
Gsto1	141	56	84	196	119	192	235	111	196
Gtf2f1	483	249	356	603	409	612	699	363	811
Gtf2h4	294	126	81	262	166	146	340	398	152
Gtse1	60	65	66	94	78	73	131	161	107
Gypc	150	148	279	210	202	302	290	247	478
H2-DMa	3939	1091	977	695	542	459	690	404	340
H2-DMb1	1300	953	721	473	428	354	366	272	181
H2-DMb2	6150	2841	1924	1582	1403	925	1516	873	647
H2-Eb2	1136	1230	1341	915	843	772	706	464	597
H2-Oa	2940	602	632	318	240	239	211	101	114
H2-Ob	9789	5841	4932	2489	2514	2130	1462	1125	934
H2-T24	280	189	966	41	52	414	32	25	185
H3f3aos	127	79	91	39	40	35	34	71	27
Haao	1252	569	516	274	239	136	216	293	116
Havcr1	38	54	81	176	157	247	189	111	378
Hck	164	110	168	17	31	55	22	30	26
Hcn3	24	11	17	62	43	32	69	61	60
Hcrtr2	34	52	48	32	54	39	8	15	13
Hdgf	1301	621	758	1842	1360	1365	2630	1967	2125
Heatr1	808	1769	1357	3412	3714	3242	3646	2931	4235
Heatr3	209	251	228	446	407	347	580	706	535
Heca	624	974	874	451	610	583	327	383	427
Hecw2	1	9	7	1	6	7	0	61	0
Helz2	7210	5507	9638	2577	2554	5462	2038	1544	3340
Hepacam2	340	207	141	30	35	10	4	20	4
Herc3	498	717	976	305	418	452	351	444	374
Hexb	943	784	693	249	275	222	139	126	102
Hhat	35	54	42	26	19	13	17	10	3
Hhex	657	448	441	150	181	142	53	40	22
Hip1r	4027	2203	1863	1909	1333	1248	745	600	371
Hist1h2bf	89	28	24	15	13	25	8	0	14
Hist2h2be	116	113	104	42	61	49	24	20	28
Hist3h2a	78	52	50	32	32	31	17	10	27
Hivep2	1608	2085	2633	1528	1775	2213	1010	661	1509
Hivep3	479	631	1021	3854	3062	4576	2177	832	2772
Hk2	108	189	197	460	446	331	649	827	556
Hlcs	410	262	268	211	182	117	244	227	119
Hmcn2	2	5	3	10	16	7	23	50	6
Hmga1	201	148	116	253	333	212	312	262	305
Hmgb1-ps8	87	223	272	46	63	94	18	10	38
Hmgn3	83	79	127	113	94	177	132	106	185
Hnf1b	43	28	71	16	8	17	4	15	12
Hnrnpab	1967	1176	1563	3553	2138	3332	4523	4358	4832
Hook2	146	69	73	249	153	154	293	272	176
Hpdl	9	4	1	18	12	10	20	0	8
Hpgds	95	64	168	499	365	810	339	136	617
Hrh2	69	49	90	18	18	24	10	15	12
Hsd11b1	25	15	18	6	7	6	1	0	8
Hsd17b11	457	382	471	176	197	289	149	116	197
Hsdl2	104	117	168	56	80	94	52	61	89
Hsp90ab1	8444	8066	8267	17771	16021	16242	22852	15945	20866
Hspa5	2431	3075	2768	6738	6437	6289	8113	9175	7842
Hspa9	755	1366	1146	2939	3321	3068	3669	3596	4871
Hspa9-ps1	52	18	92	235	47	208	270	141	322
Hspbp1	710	201	96	604	396	184	820	479	243
Hspd1-ps3	83	172	141	435	477	406	525	469	676
Hspg2	493	372	300	352	256	161	1014	757	314
Hsph1	394	800	791	1314	1497	1762	1670	1538	2155
Hykk	18	26	25	9	10	14	3	25	4
Hyls1	119	143	201	59	77	112	18	30	75
Hyou1	2107	1469	1001	3741	2761	2047	4144	2860	2216
Icam1	745	585	532	849	691	598	1217	1175	960
Icosl	3797	2607	2246	430	479	298	231	272	156
Id2	61	27	106	145	81	164	231	91	304
Ide	375	526	702	1676	1639	2057	1584	1024	2204
Idh3a	224	245	247	468	413	463	610	494	676
Ifi203	724	1898	5309	305	714	2200	285	388	1401
Ifi206	73	99	1491	11	20	647	3	25	323
Ifi209	463	1271	3557	197	437	1563	57	126	782
Ifi213	67	86	1937	10	24	758	1	55	298
Ifi214	27	41	376	11	16	212	5	5	125
Ifi30	4060	1219	2540	1502	775	1547	2909	1639	2494
Ifit1bl1	49	46	334	1	2	59	1	0	28
Ifit2	45	68	558	19	26	275	14	35	114
Ifitm2	16	4	25	12	6	29	11	5	31
Ifnlr1	266	180	210	191	124	135	407	267	289
Ifrd1	281	385	424	887	894	962	1351	999	2178
Ifrd2	416	238	153	734	567	389	1022	989	446
Ift172	421	389	368	219	176	135	146	192	77
Igf2r	488	596	627	1900	1676	2141	2417	1917	2612
Ighv10-1	39	38	22	11	20	10	11	45	13
Ighv8-6	14	4	3	0	0	0	0	0	0
Igkv1-108	1	10	9	1	2	0	0	0	0
Igkv1-88	74	56	36	20	30	15	37	5	22
Igkv12-47	3	3	3	0	0	0	0	0	0
Igkv16-104	107	55	90	26	20	39	27	25	55
Igkv2-107	3	17	3	0	2	3	0	0	0
Igkv3-2	141	60	81	36	39	34	41	20	31
Igkv4-51	9	4	0	0	1	0	3	0	3
Igkv8-24	77	56	22	15	19	8	23	0	17
Ikbip	39	31	24	21	16	13	14	10	15
Ikzf1	5409	6034	5805	3912	4349	4111	2561	1730	2309
Ikzf3	6956	8809	11355	4469	4755	5736	2938	1599	3066
Il10ra	1850	1446	915	252	342	174	131	81	61
Il16	4580	2638	2626	1055	880	740	735	323	445
Il17ra	2407	1922	1555	883	833	633	740	863	656
Il1r1	1	3	5	90	34	73	37	35	13
Il1r2	41	29	24	126	127	107	233	217	202
Il1rn	13	3	48	42	20	112	101	66	299
Il2ra	135	135	251	1121	843	1365	1631	938	2686
Il4i1	2965	2682	1380	3788	3454	2015	4536	5523	2213
Il5ra	64	85	177	58	18	136	70	25	188
Il9r	5495	4144	3825	1815	1723	1477	3432	2411	2204
Ilf3	1177	1353	1398	2831	2542	3041	2676	2189	2778
Imp4	736	709	677	1101	1018	976	1285	918	1240
Impg2	48	78	71	19	23	35	18	30	6
Inf2	971	445	479	688	546	504	1085	1483	768
Inpp1	115	143	220	73	95	142	36	50	45
Inpp4b	283	455	338	74	131	100	40	86	81
Inpp5d	8571	5557	6190	4581	3564	3683	3543	1755	2424
Inpp5f	820	856	882	813	649	754	641	338	553
Inpp5k	1317	871	948	537	450	559	374	293	305
Insr	898	940	1042	358	376	403	216	323	206
Ints6l	266	497	492	162	235	247	88	55	155
Ipo4	731	549	446	1666	1259	997	2042	1634	1286
Ipo5	608	1181	1013	2141	2312	1997	2708	3183	3096
Iqce	365	263	224	188	146	143	142	126	81
Iqsec2	117	63	86	75	43	88	122	61	101
Irak1bp1	17	4	8	24	28	20	35	50	49
Irak3	330	359	409	175	201	216	137	136	188
Irf2	1854	1568	2081	629	835	945	389	388	495
Irf4	1939	2881	2955	8820	7921	9714	7986	5564	10410
Irf7	126	26	1124	8	9	507	4	5	243
Irgc1	63	22	16	6	9	4	1	15	5
Irgm1	495	360	1302	301	288	944	233	111	673
Irgq	840	486	440	307	292	215	257	303	160
Irs2	1829	736	873	3714	2038	2733	2891	1327	2034
Islr2	3	3	0	2	0	0	0	20	1
Ispd	31	62	51	27	35	29	21	25	19
Isyna1	1414	361	289	1579	795	703	1622	509	580
Itga4	1744	3679	5155	707	1110	1761	448	419	1031
Itgae	3	5	11	20	11	20	15	10	12
Itgal	1852	1687	1533	1037	958	788	824	979	757
Itgam	108	206	197	69	167	135	44	146	148
Itgav	666	849	895	1935	1619	2377	1750	1322	2142
Itgb3	609	483	519	177	174	183	158	116	110
Itgb7	799	268	161	30	33	28	9	50	10
Itih5	22	29	21	1	10	7	1	10	6
Itpr1	1423	1840	2263	896	911	1206	771	736	942
Itpr2	2446	2488	3555	1686	1356	2223	1238	671	1430
Itpr3	4429	2687	2308	1725	1462	1064	1610	1362	869
Ivd	718	533	483	255	268	237	220	166	148
Izumo4	394	202	112	82	63	44	63	30	36
Jagn1	193	145	140	208	211	188	249	222	257
Jak1	3103	3707	3648	2383	2397	2845	2146	1660	2724
Jakmip1	844	556	521	311	238	265	183	166	72
Jaml	138	130	281	30	47	87	16	15	58
Jdp2	23	6	16	48	20	45	104	81	156
Josd1	323	232	158	410	414	257	499	646	334
Jup	26	8	24	116	54	110	110	35	105
Kalrn	23	28	40	4	14	11	1	66	10
Kank3	21	22	7	28	47	20	29	86	19
Kars	945	562	688	1316	984	1069	1638	792	1443
Kat2b	219	289	354	70	143	185	36	66	63
Kat2b-ps	8	7	25	4	6	11	3	5	9
Kbtbd11	758	638	281	54	72	38	21	30	15
Kcnh4	45	27	49	262	166	249	253	121	194
Kcnj1	28	34	55	8	11	7	1	35	3
Kcnj14	2	6	0	19	20	8	25	35	13
Kcnk10	26	44	37	76	86	62	55	146	51
Kcnk13	43	35	24	17	27	6	9	10	1
Kdm2b	836	653	789	1821	1405	1698	2308	2214	2532
Kdm6b	1293	892	1075	4483	2632	3223	4178	2663	2967
Kdm7a	821	2022	1826	484	973	907	329	368	714
Kif19a	133	33	25	15	15	8	8	15	0
Kif21b	6667	4433	4122	1348	1498	1177	1324	979	840
Kif9	59	54	79	26	30	22	26	35	12
Kifc3	75	32	32	240	148	230	265	373	235
Klf11	84	133	98	53	65	49	30	55	23
Klf13	4506	2949	2256	1860	1438	1215	1187	711	630
Klf2	6256	1328	1250	465	335	344	213	121	75
Klf3	873	1247	1295	373	587	684	370	701	676
Klf7	351	461	428	209	242	267	202	257	277
Klhl14	305	259	362	76	73	79	25	45	20
Klhl6	1032	1327	885	322	437	293	147	161	112
Klrb1	2	2	3	0	1	0	0	15	0
Klrg2	2	0	0	2	2	7	3	10	24
Kmo	862	952	1234	419	510	566	378	207	503
Ksr1	306	268	242	511	428	454	863	631	707
Kynu	524	881	1007	174	316	251	392	444	615
L1cam	92	84	65	28	27	22	15	20	10
L3mbtl3	367	596	622	245	370	418	179	172	194
Lair1	21	19	41	3	4	7	5	25	3
Lamb3	159	171	124	94	85	65	63	86	27
Lamc2	4	6	1	43	38	55	92	121	127
Lamp1	1427	928	1007	2034	1747	1936	2177	1296	1880
Lamp3	58	46	73	26	22	15	16	0	8
Lap3	169	161	123	484	391	320	656	646	548
Larp1	2040	1797	2321	4513	3656	4705	5691	4509	6153
Lats2	962	828	660	502	503	503	320	242	230
Lax1	1322	713	984	525	466	555	230	91	173
Lbh	2355	1486	1287	2204	1578	1706	1142	363	460
Lbr	1307	1681	1450	964	1064	934	826	459	758
Lck	722	333	331	1063	670	656	582	192	259
Lct	31	16	28	69	36	31	66	76	45
Ldha	1436	769	507	2454	1884	1063	2559	1110	1133
Ldlrad4	128	33	66	45	24	32	30	30	12
Letm2	178	153	201	74	84	93	62	55	75
Lgals3	168	52	176	136	113	242	279	131	340
Lifr	47	762	69	6	76	14	3	40	3
Lilr4b	50	64	125	282	299	393	703	706	1191
Lilra6	3	3	3	0	1	0	0	20	5
Lilrb4a	96	209	285	822	934	1064	1656	1347	2686
Lipa	239	278	346	223	246	286	212	182	193
Lipg	11	10	12	107	65	97	106	121	114
Lipt2	33	14	5	57	29	22	77	91	51
Litaf	315	217	251	786	646	615	981	494	988
Llph-ps2	18	2	9	23	8	25	38	25	58
Lmbrd1	902	1550	1022	755	991	792	462	504	451
Lonrf1	57	41	37	127	128	125	156	489	157
Lonrf3	7	6	13	33	45	39	36	61	42
Lpar6	122	155	210	33	47	80	29	0	51
Lpcat2	70	51	46	13	31	39	8	30	23
Lrfn4	32	15	7	34	26	27	32	61	9
Lrmp	1489	2132	1278	4048	3875	3412	1646	1004	1146
Lrp11	16	26	16	63	55	44	79	71	61
Lrrc32	18	4	16	50	13	31	41	25	54
Lrrc59	609	499	479	1022	893	698	1228	903	970
Lrrc8c	1056	678	1233	387	298	438	435	257	607
Lrrk2	3358	4709	4918	1877	1575	2839	1128	484	1880
Lsm2	227	134	106	329	257	270	407	212	323
Ltb	5130	1145	1098	278	320	216	352	303	160
Ltk	209	44	53	34	27	20	5	15	6
Ly6a	872	318	1092	131	107	410	98	15	282
Ly6d	4430	1699	2098	989	864	851	1028	459	612
Lyar	177	135	210	362	241	413	483	217	658
Lyn	2684	2685	2568	1340	1583	1246	869	636	643
Lynx1	1795	1128	1188	553	567	423	616	449	307
Lyrm4	121	33	86	65	67	86	90	50	128
Lztfl1	127	276	367	680	924	1945	616	565	1647
M6pr	871	1149	955	1771	1957	1639	2267	1897	2372
Macf1	12644	19192	14669	6279	6718	5993	3705	2593	2980
Mad2l2	244	99	87	204	160	131	235	187	142
Madcam1	1	0	0	5	1	3	6	5	3
Madd	1808	1502	1343	723	767	656	643	691	489
Maf	95	111	77	50	74	81	8	15	15
Maff	42	15	16	87	64	84	173	222	135
Mafg	567	426	378	1359	1096	979	1611	1478	1090
Magoh	237	148	181	298	335	348	343	146	474
Maml2	335	326	422	88	117	140	40	40	68
Maml3	406	284	380	302	191	284	120	76	79
Man2a1	1329	1357	1300	430	581	466	311	575	256
Man2b1	1425	1156	881	763	741	614	585	590	381
Maoa	10	24	24	44	45	27	55	30	47
Map2k3os	13	2	8	23	17	24	26	40	28
